winner,looser,height_1,weight_1,reach_1,stance_1,dob_1,slpm_1,stracc_1,sapm_1,strdef_1,tdavg_1,tdacc_1,tddef_1,subavg_1,height_2,weight_2,reach_2,stance_2,dob_2,slpm_2,stracc_2,sapm_2,strdef_2,tdavg_2,tdacc_2,tddef_2,subavg_2,fight_date,cur_streak_1,max_streak_1,cur_streak_2,max_streak_2,outcome
Marvin Eastman,Vitor Belfort,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,1.38,33%,81%,0.0,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6,2003.0,1.0,2.0,1.0,5.0,0.0
Vernon White,Ian Freeman,"6' 0""",205 lbs.,--,Southpaw,"Dec 03, 1971",2.11,38%,2.2,54%,0.88,28%,44%,0.0,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966",2.54,48%,3.11,44%,1.44,40%,80%,0.7,2003.0,0.0,0.0,0.0,3.0,1.0
Frank Mir,Wes Sims,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,"6' 10""",260 lbs.,--,Orthodox,"Aug 04, 1979",0.98,51%,2.95,37%,0.0,0%,40%,2.3,2003.0,0.0,4.0,0.0,0.0,1.0
Eddie Ruiz,Yves Edwards,"5' 7""",155 lbs.,--,Orthodox,"Jun 10, 1967",0.2,25%,1.4,47%,2.0,12%,0%,0.0,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7,2003.0,0.0,0.0,0.0,8.0,0.0
Falaniko Vitale,Matt Lindland,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974",1.88,49%,3.68,47%,0.72,33%,86%,0.0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,2003.0,1.0,1.0,1.0,4.0,1.0
Tra Telligman,Pedro Rizzo,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0,2003.0,0.0,1.0,1.0,4.0,0.0
Sean Sherk,Matt Hughes,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2,2003.0,0.0,3.0,0.0,6.0,0.0
Robbie Lawler,Pete Spratt,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3,2003.0,0.0,5.0,0.0,1.0,0.0
Romie Aram,Dave Strasser,"5' 10""",170 lbs.,--,Orthodox,"Dec 02, 1977",1.8,35%,2.83,50%,2.5,62%,83%,0.0,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0,2003.0,1.0,1.0,1.0,1.0,0.0
Sean Alvarez,Wesley Correira,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",0.89,37%,3.25,47%,0.0,0%,0%,0.0,"6' 3""",260 lbs.,--,Orthodox,"Nov 11, 1978",2.6,36%,8.8,40%,0.0,0%,90%,0.0,2003.0,0.0,0.0,2.0,2.0,0.0
Evan Tanner,Rich Franklin,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.1,44%,2.07,62%,1.31,66%,63%,0.7,2003.0,0.0,4.0,1.0,8.0,0.0
Duane Ludwig,Genki Sudo,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.62,44%,3.05,57%,0.43,25%,59%,0.1,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2,2003.0,0.0,2.0,0.0,1.0,1.0
Richard Crunkilton,Hermes Franca,"5' 7""",155 lbs.,--,Orthodox,"Nov 25, 1979",1.72,41%,1.45,58%,4.08,61%,65%,1.3,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,39%,2.85,55%,1.53,36%,37%,2.4,2003.0,0.0,0.0,1.0,4.0,0.0
Mark Weir,David Loiseau,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.5,38%,0.8,50%,25%,2.4,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1,2003.0,0.0,1.0,0.0,3.0,0.0
Tim Sylvia,Ricco Rodriguez,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.3,39%,40%,1.0,2003.0,1.0,5.0,0.0,8.0,1.0
Frank Mir,David Abbott,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,"6' 0""",265 lbs.,--,Switch,"Apr 26, 1965",1.35,30%,3.55,38%,1.07,33%,66%,0.0,2003.0,0.0,4.0,0.0,2.0,1.0
Caol Uno,BJ Penn,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5,2003.0,0.0,2.0,0.0,4.0,0.0
Matt Lindland,Phil Baroni,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5,2003.0,1.0,4.0,0.0,2.0,1.0
Vladimir Matyushenko,Pedro Rizzo,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",1.9,44%,1.62,59%,3.25,46%,70%,0.1,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0,2003.0,0.0,2.0,1.0,4.0,1.0
Din Thomas,Matt Serra,"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,37%,2.6,59%,1.38,52%,76%,1.2,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,2003.0,0.0,4.0,1.0,2.0,1.0
Alexandre Dantas,Gan McGee,"6' 2""",238 lbs.,--,Orthodox,"Mar 01, 1979",0.21,25%,1.87,60%,0.0,0%,0%,3.1,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976",2.2,29%,2.31,59%,0.65,25%,83%,0.0,2003.0,0.0,0.0,2.0,2.0,0.0
Yves Edwards,Rich Clementi,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,1.72,42%,25%,1.1,2003.0,0.0,8.0,0.0,4.0,1.0
Ken Shamrock,Tito Ortiz,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,46%,4.3,39%,0.94,60%,44%,2.5,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",2.59,46%,2.88,60%,2.47,35%,54%,0.6,2003.0,0.0,2.0,0.0,6.0,0.0
Chuck Liddell,Renato Sobral,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6,2003.0,0.0,8.0,0.0,4.0,1.0
Gil Castillo,Matt Hughes,"5' 9""",170 lbs.,--,Southpaw,"Oct 21, 1965",0.6,45%,2.22,44%,3.33,45%,50%,0.0,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2,2003.0,1.0,1.0,0.0,6.0,0.0
Pete Spratt,Carlos Newton,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9,2003.0,0.0,1.0,1.0,4.0,0.0
Tiki Ghosn,Robbie Lawler,"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977",2.78,46%,2.94,58%,0.41,50%,61%,0.0,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0,2003.0,0.0,2.0,0.0,5.0,0.0
Ian Freeman,Andrei Arlovski,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966",2.54,48%,3.11,44%,1.44,40%,80%,0.7,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2,2003.0,0.0,3.0,0.0,6.0,0.0
Travis Wiuff,Vladimir Matyushenko,"6' 3""",205 lbs.,--,Orthodox,"Mar 15, 1978",0.48,30%,4.03,41%,4.84,57%,44%,1.2,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",1.9,44%,1.62,59%,3.25,46%,70%,0.1,2003.0,0.0,0.0,0.0,2.0,0.0
Phillip Miller,Mark Weir,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.5,38%,0.8,50%,25%,2.4,2003.0,1.0,1.0,0.0,1.0,1.0
Ricco Rodriguez,Randy Couture,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.3,39%,40%,1.0,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",2.85,57%,1.53,59%,2.78,46%,58%,0.5,2003.0,0.0,8.0,3.0,4.0,1.0
Tim Sylvia,Wesley Correira,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1,"6' 3""",260 lbs.,--,Orthodox,"Nov 11, 1978",2.6,36%,8.8,40%,0.0,0%,90%,0.0,2003.0,1.0,5.0,2.0,2.0,1.0
Matt Serra,BJ Penn,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5,2003.0,1.0,2.0,0.0,4.0,0.0
Caol Uno,Din Thomas,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5,"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,37%,2.6,59%,1.38,52%,76%,1.2,2003.0,0.0,2.0,0.0,4.0,1.0
Gan McGee,Pedro Rizzo,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976",2.2,29%,2.31,59%,0.65,25%,83%,0.0,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0,2003.0,2.0,2.0,1.0,4.0,1.0
Phil Baroni,Dave Menne,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974",1.84,44%,1.99,42%,0.46,50%,57%,2.5,2003.0,0.0,2.0,0.0,2.0,1.0
Matt Lindland,Ivan Salaverry,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5,2002.0,1.0,4.0,0.0,2.0,1.0
Benji Radach,Sean Sherk,"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979",2.62,49%,2.31,51%,1.06,41%,71%,0.4,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,2002.0,1.0,1.0,0.0,3.0,0.0
Carlos Newton,Matt Hughes,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2,2002.0,1.0,4.0,0.0,6.0,0.0
Frank Mir,Ian Freeman,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966",2.54,48%,3.11,44%,1.44,40%,80%,0.7,2002.0,0.0,4.0,0.0,3.0,0.0
Eugene Jackson,Mark Weir,"5' 8""",185 lbs.,--,Orthodox,"Sep 23, 1966",2.19,33%,3.44,32%,1.91,71%,16%,2.3,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",1.54,56%,2.5,38%,0.8,50%,25%,2.4,2002.0,1.0,2.0,0.0,1.0,0.0
Genki Sudo,Leigh Remedios,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2,"5' 7""",155 lbs.,--,Orthodox,"Jan 13, 1976",0.75,41%,1.36,68%,0.0,0%,33%,0.0,2002.0,0.0,1.0,0.0,0.0,1.0
James Zikic,Phillip Miller,"6' 2""",205 lbs.,--,Orthodox,"Mar 01, 1977",1.47,35%,1.6,44%,0.5,25%,74%,0.5,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6,2002.0,0.0,0.0,1.0,1.0,0.0
Elvis Sinosic,Renato Sobral,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",1.13,37%,4.6,53%,0.0,0%,0%,1.2,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6,2002.0,0.0,1.0,0.0,4.0,0.0
Evan Tanner,Chris Haseman,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,"5' 11""",205 lbs.,--,Orthodox,"Jun 02, 1969",0.93,70%,4.67,28%,0.0,0%,40%,2.0,2002.0,0.0,4.0,0.0,0.0,1.0
Chuck Liddell,Vitor Belfort,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6,2002.0,0.0,8.0,1.0,5.0,1.0
Nick Serra,Benji Radach,"5' 9""",170 lbs.,--,Orthodox,"Mar 27, 1978",0.0,0%,1.73,43%,1.0,10%,0%,2.0,"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979",2.62,49%,2.31,51%,1.06,41%,71%,0.4,2002.0,0.0,0.0,1.0,1.0,0.0
Pete Spratt,Zach Light,"5' 9""",170 lbs.,--,Orthodox,"Jan 09, 1971",1.63,48%,1.33,55%,0.3,100%,46%,0.3,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",0.81,33%,1.9,48%,1.36,100%,0%,0.0,2002.0,0.0,1.0,0.0,0.0,1.0
Robbie Lawler,Steve Berger,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.0,27%,3.26,36%,0.84,40%,16%,1.7,2002.0,0.0,5.0,0.0,0.0,1.0
Rodrigo Ruas,Tony Fryklund,"5' 10""",185 lbs.,--,Orthodox,"Oct 06, 1977",1.28,35%,7.0,41%,0.0,0%,0%,0.0,"6' 0""",185 lbs.,--,Orthodox,"Mar 26, 1971",3.49,39%,6.5,43%,0.0,0%,66%,0.5,2002.0,0.0,0.0,1.0,1.0,0.0
Joao Pierini,Yves Edwards,"6' 1""",155 lbs.,--,Switch,"Dec 11, 1971",0.76,14%,4.56,33%,0.0,0%,0%,0.0,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7,2002.0,0.0,0.0,0.0,8.0,0.0
Matt Lindland,Murilo Bustamante,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",1.33,32%,1.9,60%,2.46,33%,54%,1.2,2002.0,1.0,4.0,1.0,1.0,0.0
Ricco Rodriguez,Tsuyoshi Kohsaka,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.3,39%,40%,1.0,"5' 11""",225 lbs.,--,Orthodox,"Mar 06, 1970",1.88,38%,4.41,54%,1.32,20%,33%,0.4,2002.0,0.0,8.0,0.0,2.0,1.0
BJ Penn,Paul Creighton,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5,"5' 6""",155 lbs.,--,Southpaw,"Jun 04, 1970",0.72,75%,4.65,30%,5.37,37%,0%,0.0,2002.0,0.0,4.0,0.0,0.0,1.0
Amar Suloev,Phil Baroni,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5,2002.0,0.0,0.0,0.0,2.0,0.0
Caol Uno,Yves Edwards,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7,2002.0,0.0,2.0,0.0,8.0,1.0
Andrei Semenov,Ivan Salaverry,"6' 0""",185 lbs.,--,Orthodox,"Jun 17, 1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,0.49,18%,36%,2.5,2002.0,1.0,1.0,0.0,2.0,0.0
Steve Berger,Benji Radach,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",1.0,27%,3.26,36%,0.84,40%,16%,1.7,"5' 10""",185 lbs.,--,Orthodox,"Apr 05, 1979",2.62,49%,2.31,51%,1.06,41%,71%,0.4,2002.0,0.0,0.0,1.0,1.0,0.0
Robbie Lawler,Aaron Riley,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",3.45,34%,3.78,61%,1.18,34%,60%,0.1,2002.0,0.0,5.0,0.0,1.0,1.0
Josh Barnett,Randy Couture,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50%,2.11,57%,1.26,55%,55%,1.4,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",2.85,57%,1.53,59%,2.78,46%,58%,0.5,2002.0,0.0,8.0,3.0,4.0,1.0
Pedro Rizzo,Andrei Arlovski,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2,2002.0,1.0,4.0,0.0,6.0,1.0
Matt Hughes,Hayato Sakurai,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",2.45,49%,1.94,59%,1.87,69%,56%,0.3,2002.0,0.0,6.0,0.0,0.0,1.0
Pat Miletich,Matt Lindland,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",1.79,45%,1.66,63%,1.96,100%,54%,1.0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,2002.0,1.0,7.0,1.0,4.0,0.0
Evan Tanner,Elvis Sinosic,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",1.13,37%,4.6,53%,0.0,0%,0%,1.2,2002.0,0.0,4.0,0.0,1.0,1.0
Frank Mir,Pete Williams,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,"6' 3""",235 lbs.,--,Orthodox,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9,2002.0,0.0,4.0,0.0,2.0,1.0
Matt Serra,Kelly Dullanty,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",0.0,0%,0.67,75%,0.0,0%,66%,0.0,2002.0,1.0,2.0,0.0,0.0,1.0
Jutaro Nakao,Sean Sherk,"5' 9""",170 lbs.,--,Southpaw,"Nov 30, 1970",0.53,38%,1.06,44%,0.38,50%,56%,0.0,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,2002.0,1.0,1.0,0.0,3.0,0.0
BJ Penn,Jens Pulver,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974",2.12,37%,3.13,56%,0.22,33%,63%,0.3,2002.0,0.0,4.0,0.0,6.0,0.0
Jeff Monson,Ricco Rodriguez,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.3,39%,40%,1.0,2002.0,3.0,3.0,0.0,8.0,0.0
Murilo Bustamante,Dave Menne,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966",1.33,32%,1.9,60%,2.46,33%,54%,1.2,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974",1.84,44%,1.99,42%,0.46,50%,57%,2.5,2002.0,1.0,1.0,0.0,2.0,1.0
Chuck Liddell,Amar Suloev,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3,2002.0,0.0,8.0,0.0,0.0,1.0
Andrei Semenov,Ricardo Almeida,"6' 0""",185 lbs.,--,Orthodox,"Jun 17, 1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2.02,49%,1.2,61%,3.74,38%,31%,1.2,2002.0,1.0,1.0,1.0,3.0,1.0
Kevin Randleman,Renato Sobral,"5' 10""",205 lbs.,--,Orthodox,"Aug 10, 1971",1.26,54%,1.12,57%,2.0,56%,30%,0.8,"6' 1""",205 lbs.,"75""",Orthodox,"Sep 07, 1975",2.23,45%,1.53,57%,2.48,42%,65%,2.6,2002.0,0.0,2.0,0.0,4.0,1.0
Gil Castillo,Chris Brennan,"5' 9""",170 lbs.,--,Southpaw,"Oct 21, 1965",0.6,45%,2.22,44%,3.33,45%,50%,0.0,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971",0.6,40%,0.97,50%,0.0,0%,25%,2.1,2002.0,1.0,1.0,1.0,1.0,1.0
Eugene Jackson,Keith Rockel,"5' 8""",185 lbs.,--,Orthodox,"Sep 23, 1966",2.19,33%,3.44,32%,1.91,71%,16%,2.3,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1965",1.13,73%,0.21,66%,4.63,75%,100%,4.6,2002.0,1.0,2.0,0.0,0.0,1.0
Randy Couture,Pedro Rizzo,"6' 1""",205 lbs.,"75""",Orthodox,"Jun 22, 1963",2.85,57%,1.53,59%,2.78,46%,58%,0.5,"6' 1""",241 lbs.,--,Orthodox,"May 03, 1974",1.93,34%,3.02,50%,0.26,28%,78%,0.0,2002.0,3.0,4.0,1.0,4.0,1.0
Ricco Rodriguez,Pete Williams,"6' 4""",265 lbs.,--,Orthodox,"Aug 19, 1977",1.85,51%,1.15,61%,2.3,39%,40%,1.0,"6' 3""",235 lbs.,--,Orthodox,"Jul 10, 1975",0.61,62%,2.77,40%,1.84,40%,16%,0.9,2002.0,0.0,8.0,0.0,2.0,1.0
Carlos Newton,Matt Hughes,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,41%,1.55,44%,2.47,70%,43%,0.9,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2.14,53%,1.36,53%,2.95,50%,35%,1.2,2002.0,1.0,4.0,0.0,6.0,0.0
BJ Penn,Caol Uno,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2.76,48%,3.2,56%,1.19,55%,74%,0.5,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5,2002.0,0.0,4.0,0.0,2.0,1.0
Josh Barnett,Bobby Hoffman,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.2,50%,2.11,57%,1.26,55%,55%,1.4,"6' 2""",245 lbs.,--,Orthodox,"Oct 28, 1968",2.02,70%,1.32,19%,1.17,50%,0%,1.2,2002.0,0.0,8.0,0.0,0.0,1.0
Evan Tanner,Homer Moore,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,"5' 10""",205 lbs.,--,Orthodox,"Nov 27, 1971",0.68,50%,0.68,0%,5.07,66%,0%,0.0,2002.0,0.0,4.0,0.0,0.0,1.0
Matt Lindland,Phil Baroni,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5,2002.0,1.0,4.0,0.0,2.0,1.0
Roberto Traven,Frank Mir,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.0,0%,0%,0.0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0,2002.0,1.0,1.0,0.0,4.0,0.0
